SourceFile,Line,Heading,Text,Classification,RequirementIDs,Basis
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,434,5. Graphify Execution and Evidence Contract,Graph node/edge or query used,REQUIREMENT,LAM-GOV-119,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,435,5. Graphify Execution and Evidence Contract,Repository-relative source path,REQUIREMENT,LAM-GOV-120,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,436,5. Graphify Execution and Evidence Contract,Exact symbol and line range,REQUIREMENT,LAM-GOV-121,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,437,5. Graphify Execution and Evidence Contract,Relationship direction,REQUIREMENT,LAM-GOV-122,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,438,5. Graphify Execution and Evidence Contract,"Evidence class: EXTRACTED, INFERRED, or AMBIGUOUS",REQUIREMENT,LAM-GOV-123,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,439,5. Graphify Execution and Evidence Contract,Manual/source verification result,REQUIREMENT,LAM-GOV-124,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,441,5. Graphify Execution and Evidence Contract,An INFERRED or AMBIGUOUS edge may guide investigation but cannot authorize deletion or satisfy Gate 8.,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,443,5. Graphify Execution and Evidence Contract,---,STRUCTURAL,,Table/layout structure or non-normative explanatory row
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,445,6. Resolve the Real Repository First,# 6. Resolve the Real Repository First,HEADING,,Structural Markdown
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,447,6. Resolve the Real Repository First,"The first Phase 0 action, after the specification-repair gate, is to identify:",EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,449,6. Resolve the Real Repository First,Absolute Lamha root,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,450,6. Resolve the Real Repository First,Absolute Codebase root,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,451,6. Resolve the Real Repository First,Git repository root,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,452,6. Resolve the Real Repository First,Additional repositories,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,453,6. Resolve the Real Repository First,Current branch,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,454,6. Resolve the Real Repository First,Working-tree state,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,455,6. Resolve the Real Repository First,Submodules,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,456,6. Resolve the Real Repository First,Symlinks,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,457,6. Resolve the Real Repository First,Package managers,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,458,6. Resolve the Real Repository First,Monorepo tooling,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,459,6. Resolve the Real Repository First,Frontend framework,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,460,6. Resolve the Real Repository First,Backend framework,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,461,6. Resolve the Real Repository First,ML code location,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,462,6. Resolve the Real Repository First,Mobile code location,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,463,6. Resolve the Real Repository First,Generated code,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,464,6. Resolve the Real Repository First,Tests,REQUIREMENT_CROSS_REFERENCE,LAM-GOV-179,Binding clause is text-identical to an allocated stable requirement
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,465,6. Resolve the Real Repository First,Docker files,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,466,6. Resolve the Real Repository First,Database files,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,467,6. Resolve the Real Repository First,Deployment files,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,468,6. Resolve the Real Repository First,Legal files,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,470,6. Resolve the Real Repository First,Write exact results to:,REQUIREMENT,LAM-GOV-125,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,472,6. Resolve the Real Repository First,```text,CODE_FENCE,,Structural Markdown
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,473,6. Resolve the Real Repository First,Graphify/00-corpus-inventory/RESOLVED_PATHS.md,EXAMPLE_OR_LITERAL,,Fenced example/literal; no normative ID
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,474,6. Resolve the Real Repository First,```,CODE_FENCE,,Structural Markdown
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,476,6. Resolve the Real Repository First,Do not assume paths.,REQUIREMENT,LAM-GOV-126,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,478,6. Resolve the Real Repository First,---,STRUCTURAL,,Table/layout structure or non-normative explanatory row
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,480,7. Corpus Inventory Pass,# 7. Corpus Inventory Pass,HEADING,,Structural Markdown
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,482,7. Corpus Inventory Pass,Inventory all meaningful files.,REQUIREMENT,LAM-GOV-127,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,484,7. Corpus Inventory Pass,Classify:,REQUIREMENT,LAM-GOV-128,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,486,7. Corpus Inventory Pass,Frontend,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,487,7. Corpus Inventory Pass,Server,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,488,7. Corpus Inventory Pass,Machine learning,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,489,7. Corpus Inventory Pass,Mobile,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,490,7. Corpus Inventory Pass,Database,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,491,7. Corpus Inventory Pass,Migrations,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,492,7. Corpus Inventory Pass,Jobs,REQUIREMENT_CROSS_REFERENCE,LAM-GOV-143,Binding clause is text-identical to an allocated stable requirement
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,493,7. Corpus Inventory Pass,Storage,REQUIREMENT_CROSS_REFERENCE,LAM-GOV-149,Binding clause is text-identical to an allocated stable requirement
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,494,7. Corpus Inventory Pass,Media processing,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,495,7. Corpus Inventory Pass,Tests,REQUIREMENT_CROSS_REFERENCE,LAM-GOV-179,Binding clause is text-identical to an allocated stable requirement
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,496,7. Corpus Inventory Pass,Documentation,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,497,7. Corpus Inventory Pass,Configuration,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,498,7. Corpus Inventory Pass,CI/CD,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,499,7. Corpus Inventory Pass,Docker,REQUIREMENT_CROSS_REFERENCE,LAM-DELETE-009,Binding clause is text-identical to an allocated stable requirement
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,500,7. Corpus Inventory Pass,Legal,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,501,7. Corpus Inventory Pass,Generated,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,502,7. Corpus Inventory Pass,Vendored,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,503,7. Corpus Inventory Pass,Assets,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,505,7. Corpus Inventory Pass,Exclude from deep semantic mapping only when appropriate:,REQUIREMENT,LAM-GOV-129,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,507,7. Corpus Inventory Pass,node_modules,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,508,7. Corpus Inventory Pass,Build outputs,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,509,7. Corpus Inventory Pass,Caches,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,510,7. Corpus Inventory Pass,Package-manager stores,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,511,7. Corpus Inventory Pass,Unmodified vendored dependencies,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,512,7. Corpus Inventory Pass,Generated artifacts whose source is mapped separately,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,514,7. Corpus Inventory Pass,Every exclusion must be documented.,REQUIREMENT,LAM-GOV-130,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,516,7. Corpus Inventory Pass,---,STRUCTURAL,,Table/layout structure or non-normative explanatory row
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,518,8. Current Architecture Mapping Pass,# 8. Current Architecture Mapping Pass,HEADING,,Structural Markdown
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,520,8. Current Architecture Mapping Pass,Map the current application as it really works.,REQUIREMENT,LAM-GOV-131,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,522,8. Current Architecture Mapping Pass,Required maps include:,CHILD_REQUIREMENT_CONTAINER,,Normative lead-in; following list rows carry the independently testable IDs
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,524,8. Current Architecture Mapping Pass,Frontend entry,REQUIREMENT,LAM-GOV-132,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,525,8. Current Architecture Mapping Pass,Route structure,REQUIREMENT,LAM-GOV-133,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,526,8. Current Architecture Mapping Pass,Stores,REQUIREMENT,LAM-GOV-134,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,527,8. Current Architecture Mapping Pass,API client,REQUIREMENT,LAM-GOV-135,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,528,8. Current Architecture Mapping Pass,REST endpoints,REQUIREMENT,LAM-GOV-136,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,529,8. Current Architecture Mapping Pass,Event channels,REQUIREMENT,LAM-GOV-137,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,530,8. Current Architecture Mapping Pass,Authentication,REQUIREMENT,LAM-GOV-138,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,531,8. Current Architecture Mapping Pass,Server entry,REQUIREMENT,LAM-GOV-139,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,532,8. Current Architecture Mapping Pass,Services,REQUIREMENT,LAM-GOV-140,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,533,8. Current Architecture Mapping Pass,Database repositories,REQUIREMENT,LAM-GOV-141,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,534,8. Current Architecture Mapping Pass,PostgreSQL-specific behaviour,REQUIREMENT,LAM-GOV-142,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,535,8. Current Architecture Mapping Pass,Redis,REQUIREMENT_CROSS_REFERENCE,LAM-DELETE-011,Binding clause is text-identical to an allocated stable requirement
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,536,8. Current Architecture Mapping Pass,Jobs,REQUIREMENT,LAM-GOV-143,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,537,8. Current Architecture Mapping Pass,Workers,REQUIREMENT,LAM-GOV-144,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,538,8. Current Architecture Mapping Pass,ML requests,REQUIREMENT,LAM-GOV-145,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,539,8. Current Architecture Mapping Pass,Thumbnail processing,REQUIREMENT,LAM-GOV-146,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,540,8. Current Architecture Mapping Pass,Video processing,REQUIREMENT,LAM-GOV-147,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,541,8. Current Architecture Mapping Pass,Metadata processing,REQUIREMENT,LAM-GOV-148,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,542,8. Current Architecture Mapping Pass,Storage,REQUIREMENT,LAM-GOV-149,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,543,8. Current Architecture Mapping Pass,External libraries,REQUIREMENT,LAM-GOV-150,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,544,8. Current Architecture Mapping Pass,Mobile backup,REQUIREMENT_CROSS_REFERENCE,LAM-BACKUP-018,Binding clause is text-identical to an allocated stable requirement
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,545,8. Current Architecture Mapping Pass,Sharing,REQUIREMENT,LAM-GOV-151,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,546,8. Current Architecture Mapping Pass,Notifications,REQUIREMENT,LAM-GOV-152,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,547,8. Current Architecture Mapping Pass,Docker/deployment,REQUIREMENT,LAM-GOV-153,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,549,8. Current Architecture Mapping Pass,"Where useful, trace:",EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,551,8. Current Architecture Mapping Pass,```text,CODE_FENCE,,Structural Markdown
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,552,8. Current Architecture Mapping Pass,UI,EXAMPLE_OR_LITERAL,,Fenced example/literal; no normative ID
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,553,8. Current Architecture Mapping Pass,→ Store,EXAMPLE_OR_LITERAL,,Fenced example/literal; no normative ID
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,554,8. Current Architecture Mapping Pass,→ API client,REQUIREMENT_CROSS_REFERENCE,LAM-GOV-135,Binding clause is text-identical to an allocated stable requirement
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,555,8. Current Architecture Mapping Pass,→ Endpoint,EXAMPLE_OR_LITERAL,,Fenced example/literal; no normative ID
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,556,8. Current Architecture Mapping Pass,→ Controller,EXAMPLE_OR_LITERAL,,Fenced example/literal; no normative ID
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,557,8. Current Architecture Mapping Pass,→ Service,EXAMPLE_OR_LITERAL,,Fenced example/literal; no normative ID
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,558,8. Current Architecture Mapping Pass,→ Repository,EXAMPLE_OR_LITERAL,,Fenced example/literal; no normative ID
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,559,8. Current Architecture Mapping Pass,→ Database,EXAMPLE_OR_LITERAL,,Fenced example/literal; no normative ID
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,560,8. Current Architecture Mapping Pass,→ Worker,EXAMPLE_OR_LITERAL,,Fenced example/literal; no normative ID
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,561,8. Current Architecture Mapping Pass,```,CODE_FENCE,,Structural Markdown
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,563,8. Current Architecture Mapping Pass,Every step must include exact paths and symbols.,REQUIREMENT,LAM-GOV-154,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,565,8. Current Architecture Mapping Pass,---,STRUCTURAL,,Table/layout structure or non-normative explanatory row
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,567,9. Existing Feature Mapping Pass,# 9. Existing Feature Mapping Pass,HEADING,,Structural Markdown
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,569,9. Existing Feature Mapping Pass,"Map every current feature, including features that Lamha will delete.",REQUIREMENT,LAM-GOV-155,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,571,9. Existing Feature Mapping Pass,For each feature record:,REQUIREMENT,LAM-GOV-156,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,573,9. Existing Feature Mapping Pass,```text,CODE_FENCE,,Structural Markdown
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,574,9. Existing Feature Mapping Pass,Feature name,EXAMPLE_OR_LITERAL,,Fenced example/literal; no normative ID
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,575,9. Existing Feature Mapping Pass,Current user behaviour,EXAMPLE_OR_LITERAL,,Fenced example/literal; no normative ID
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,576,9. Existing Feature Mapping Pass,UI routes,EXAMPLE_OR_LITERAL,,Fenced example/literal; no normative ID
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,577,9. Existing Feature Mapping Pass,UI components,EXAMPLE_OR_LITERAL,,Fenced example/literal; no normative ID
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,578,9. Existing Feature Mapping Pass,Stores,REQUIREMENT_CROSS_REFERENCE,LAM-GOV-134,Binding clause is text-identical to an allocated stable requirement
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,579,9. Existing Feature Mapping Pass,API client functions,EXAMPLE_OR_LITERAL,,Fenced example/literal; no normative ID
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,580,9. Existing Feature Mapping Pass,Server endpoints,EXAMPLE_OR_LITERAL,,Fenced example/literal; no normative ID
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,581,9. Existing Feature Mapping Pass,Services,REQUIREMENT_CROSS_REFERENCE,LAM-GOV-140,Binding clause is text-identical to an allocated stable requirement
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,582,9. Existing Feature Mapping Pass,Database tables/models,EXAMPLE_OR_LITERAL,,Fenced example/literal; no normative ID
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,583,9. Existing Feature Mapping Pass,Workers/jobs,EXAMPLE_OR_LITERAL,,Fenced example/literal; no normative ID
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,584,9. Existing Feature Mapping Pass,ML dependencies,EXAMPLE_OR_LITERAL,,Fenced example/literal; no normative ID
