canonical_id,canonical_capability,primary_implementation_phase,integration_verification_phases,removal_phase,release_validation_phase,global_invariant_links,mapping_rationale,reviewer_status,exception_status,previous_capability,previous_primary_phase
CAN-LAM-META-063,Metadata,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Metadata,
CAN-LAM-META-064,Metadata,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Metadata,
CAN-LAM-META-065,Desktop shell,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Desktop shell,
CAN-LAM-META-066,Metadata,,I4;I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Metadata,I4
CAN-LAM-META-067,Local data authority,,I3;I15,,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Local data authority,I3
CAN-LAM-META-068,Local data authority,I3,I4;I15,,I15,,Phase label; rewrite adds validity and alignment.,REVIEWED_CORRECTED,NONE,Local data authority,I3
CAN-LAM-META-069,Local data authority,,I3;I15,,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Local data authority,I3
CAN-LAM-META-070,Editing,I11,I11;I15,,I15,,Phase label; rewrite adds removal and preservation.,REVIEWED_CORRECTED,NONE,Editing,I11
CAN-LAM-META-071,Editing,I11,I11;I15,,I15,,Phase label; rewrite adds stripping and preservation.,REVIEWED_CORRECTED,NONE,Editing,I11
CAN-LAM-META-072,External drives and path resilience,,I12;I15,,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Libraries and storage,I12
CAN-LAM-META-073,Local data authority,,I0;I15,,,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Local data authority,
CAN-LAM-META-074,"Backup, trash, restore and rebuild",I13,I13;I15,,I15,,Label names SQLite rebuild; rewrite adds the destructive-rebuild verification.,REVIEWED_CORRECTED,NONE,"Backup, trash, restore and rebuild",I13
CAN-LAM-META-075,Metadata,I11,I11;I15,,I15,,Label names snapshot recoverability; rewrite adds the rollback verification.,REVIEWED_CORRECTED,NONE,Metadata,I11
CAN-LAM-META-076,Sidecars and metadata authority,I3,I4;I15,,I15,,Label names metadata corruption; rewrite adds preservation and repair results.,REVIEWED_CORRECTED,NONE,Sidecars and metadata authority,I3
CAN-LAM-META-077,Sidecars and metadata authority,I3,I4;I15,,I15,,Label names JSON/XMP conflict; rewrite adds value and source preservation.,REVIEWED_CORRECTED,NONE,Sidecars and metadata authority,I3
CAN-LAM-META-078,Metadata,,I0;I15,,,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Metadata,
CAN-LAM-META-079,Metadata,,I0;I15,,,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Metadata,
CAN-LAM-META-080,Planning and verification governance,,,,,,"Reviewed as an implementation-agent/governance guardrail, not an application runtime feature.",NOT_APPLICABLE,NONE,Local data authority,
CAN-LAM-PERF-001,Local AI worker,I10,I5;I15,,I15,,Label means detectable GPU memory; rewrite separates the resource metric from the Memories feature and corrects the capability.,REVIEWED_CORRECTED,NONE,Memories,I10
CAN-LAM-PERF-002,Memories,I5,I5;I15,,I15,,Memories-product label; rewrite keeps product meaning and adds reproducibility.,REVIEWED_CORRECTED,NONE,Memories,I5
CAN-LAM-PERF-003,Memories,I5,I5;I15,,I15,,Memories-product label; rewrite keeps the product meaning and adds derivation.,REVIEWED_CORRECTED,NONE,Memories,I5
CAN-LAM-PERF-004,Performance and scale,I14,I5;I15,,I15,,Label means RAM usage in the performance section; rewrite separates the resource metric from the Memories feature and corrects the capability.,REVIEWED_CORRECTED,NONE,Memories,I14
CAN-LAM-PERF-005,Performance and scale,I14,I5;I15,,I15,,Mandatory correction: label means RAM in the performance phase; rewrite separates the resource metric from the Memories feature.,REVIEWED_CORRECTED,NONE,Memories,I14
CAN-LAM-PERF-006,Desktop shell,I14,I2;I15,,I15,,Phase label; rewrite adds equivalence and testability.,REVIEWED_CORRECTED,NONE,Desktop shell,I14
CAN-LAM-PERF-007,Planning and verification governance,,I0;I15,,,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-PERF-008,Performance and scale,I14,I14;I15,,I15,,Final statement records hardware profile for performance reproducibility; capability is Performance and scale.,REVIEWED_CORRECTED,NONE,Local AI worker,I14
CAN-LAM-PERF-009,Planning and verification governance,,I0;I15,,,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-PERF-010,Memories,,I14;I15,,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Memories,I14
CAN-LAM-PERSON-001,People and faces,,I7;I15,,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,People and faces,I7
CAN-LAM-PERSON-002,Relationships and attribution,I8,I3;I15,,I15,CAN-LAM-PERSON-002,"Reviewed as Tags, Relationships, and Attribution work because the obligation's primary implementation surface is Relationships and attribution; integration verification, removal, and release responsibilities remain separate.",REVIEWED_CORRECTED,NONE,Local data authority,I3
CAN-LAM-PERSON-003,People and faces,,I3;I15,,I15,CAN-LAM-PERSON-003,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Local data authority,I3
CAN-LAM-PERSON-004,Metadata,I8,I8;I15,,I15,,"Reviewed as Tags, Relationships, and Attribution work because the obligation's primary implementation surface is Metadata; integration verification, removal, and release responsibilities remain separate.",REVIEWED_CONFIRMED,NONE,Metadata,I8
CAN-LAM-PERSON-005,Relationships and attribution,,I8;I15,,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,People and faces,I8
CAN-LAM-PERSON-006,Relationships and attribution,,I8;I15,,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,People and faces,I8
CAN-LAM-PERSON-007,People and faces,I7,I7;I15,,I15,,Label names face detection; rewrite adds candidate provenance and no-auto-assignment.,REVIEWED_CORRECTED,NONE,People and faces,I7
CAN-LAM-PERSON-008,People and faces,I7,I7;I15,,I15,,Label names face recognition; rewrite adds candidate provenance and confirmation gate.,REVIEWED_CORRECTED,NONE,People and faces,I7
CAN-LAM-PERSON-009,People and faces,I7,I7;I15,,I15,,Label names face clustering; rewrite adds reviewability and preservation.,REVIEWED_CORRECTED,NONE,People and faces,I7
CAN-LAM-PERSON-010,People and faces,I7,I7;I15,,I15,,Label names groups; rewrite adds record persistence and history preservation.,REVIEWED_CORRECTED,NONE,People and faces,I7
CAN-LAM-PERSON-011,People and faces,I8,I8;I15,,I15,,Label names relationships; rewrite adds persistence and history results.,REVIEWED_CORRECTED,NONE,People and faces,I8
CAN-LAM-PERSON-012,People and faces,I7,I7;I15,,I15,,Label names person pages; rewrite separates navigation from mutation.,REVIEWED_CORRECTED,NONE,People and faces,I7
CAN-LAM-PERSON-013,People and faces,I7,I7;I15,,I15,,Label names group pages; rewrite separates navigation from mutation.,REVIEWED_CORRECTED,NONE,People and faces,I7
CAN-LAM-PERSON-014,People and faces,I8,I8;I15,,I15,,Label names composition views; rewrite adds rule derivation and source display.,REVIEWED_CORRECTED,NONE,People and faces,I8
CAN-LAM-PERSON-015,Mind-map projections,,I9;I15,,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,People and faces,I9
CAN-LAM-PERSON-016,Events and organization,,I8;I15,,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,People and faces,I8
CAN-LAM-PERSON-017,Events and organization,I6,I6;I15,,I15,,Label names the family category; rewrite adds grouping and no-mutation results.,REVIEWED_CORRECTED,NONE,Events and organization,I6
CAN-LAM-PERSON-018,Events and organization,I6,I6;I15,,I15,,Label names the friends category; rewrite adds grouping and no-mutation results.,REVIEWED_CORRECTED,NONE,Events and organization,I6
CAN-LAM-PERSON-019,Events and organization,I6,I6;I15,,I15,,Label names the family-friends category; rewrite adds grouping and no-mutation results.,REVIEWED_CORRECTED,NONE,Events and organization,I6
CAN-LAM-PERSON-020,Events and organization,I6,I7;I15,,I15,,Label names unknown people; rewrite adds the review-candidate result.,REVIEWED_CORRECTED,NONE,Events and organization,I6
CAN-LAM-PERSON-021,Events and organization,I6,I7;I15,,I15,,Label names mixed groups; rewrite adds boundary preservation.,REVIEWED_CORRECTED,NONE,Events and organization,I6
CAN-LAM-PERSON-022,Sidecars and metadata authority,I3,I7;I15,,I15,,Label names person JSON; rewrite adds schema validity and identity preservation.,REVIEWED_CORRECTED,NONE,Sidecars and metadata authority,I3
CAN-LAM-PERSON-023,Sidecars and metadata authority,I3,I4;I15,,I15,,Label names group JSON; rewrite adds schema validity and history preservation.,REVIEWED_CORRECTED,NONE,Sidecars and metadata authority,I3
CAN-LAM-PERSON-024,Sidecars and metadata authority,I3,I8;I15,,I15,,Label names relationship JSON; rewrite adds schema validity.,REVIEWED_CORRECTED,NONE,Sidecars and metadata authority,I3
CAN-LAM-PERSON-025,Sidecars and metadata authority,I3,I8;I15,,I15,,Label names relationship-map JSON; rewrite adds validity and rebuildability.,REVIEWED_CORRECTED,NONE,Sidecars and metadata authority,I3
CAN-LAM-PERSON-026,People and faces,I7,I7;I15,,I15,,Label names face detection; rewrite adds candidate provenance and preservation.,REVIEWED_CORRECTED,NONE,People and faces,I7
CAN-LAM-PERSON-027,People and faces,I7,I7;I15,,I15,,Label names face clustering; rewrite adds reviewability and preservation.,REVIEWED_CORRECTED,NONE,People and faces,I7
CAN-LAM-PERSON-028,People and faces,I7,I7;I15,,I15,,Label names person-match suggestions; rewrite adds provenance and approval gate.,REVIEWED_CORRECTED,NONE,People and faces,I7
CAN-LAM-PERSON-029,Events and organization,I6,I6;I15,,I15,,Manage-Later label; rewrite adds candidate provenance.,REVIEWED_CORRECTED,NONE,Events and organization,I6
CAN-LAM-PERSON-030,Asset viewer,I5,I7;I15,,I15,,Viewer label; rewrite adds review display and no-mutation.,REVIEWED_CORRECTED,NONE,Asset viewer,I5
CAN-LAM-PERSON-031,Events and organization,,I7;I15,,I15,,Non-implementation record (GLOSSARY/UI_LABEL/INFORMATIONAL/DUPLICATE) cannot retain an implementation phase.,REVIEWED_CORRECTED,NONE,Events and organization,I6
CAN-LAM-PERSON-032,Events and organization,,I7;I15,,I15,,Non-implementation record (GLOSSARY/UI_LABEL/INFORMATIONAL/DUPLICATE) cannot retain an implementation phase.,REVIEWED_CORRECTED,NONE,Events and organization,I6
CAN-LAM-PERSON-033,People and faces,I7,I8;I15,,I15,,"Reviewed as People, Faces, and Groups work because the obligation's primary implementation surface is People and faces; integration verification, removal, and release responsibilities remain separate.",REVIEWED_CORRECTED,NONE,People and faces,I8
CAN-LAM-PERSON-034,People and faces,I7,I7;I15,,I15,,Label names a merge action; rewrite adds snapshot and restore outcomes.,REVIEWED_CORRECTED,NONE,People and faces,I7
CAN-LAM-PERSON-035,People and faces,I7,I7;I15,,I15,,Label names a face-removal action; rewrite adds preservation and history outcomes.,REVIEWED_CORRECTED,NONE,People and faces,I7
CAN-LAM-PERSON-036,People and faces,I7,I7;I15,,I15,,Label names an assignment action; rewrite adds provenance and no-media-mutation outcomes.,REVIEWED_CORRECTED,NONE,People and faces,I7
CAN-LAM-PERSON-037,People and faces,I7,I7;I15,,I15,,Label names a negative-label action; rewrite adds persistence and future exclusion.,REVIEWED_CORRECTED,NONE,People and faces,I7
CAN-LAM-PERSON-038,People and faces,I7,I7;I15,,I15,,Label names a region-correction action; rewrite adds revision and scoped re-match.,REVIEWED_CORRECTED,NONE,People and faces,I7
CAN-LAM-PERSON-039,People and faces,I7,I7;I15,,I15,,Label names hide behavior; rewrite adds record preservation and restore outcomes.,REVIEWED_CORRECTED,NONE,People and faces,I7
CAN-LAM-PERSON-040,People and faces,,I7;I15,,I15,,Non-implementation record (GLOSSARY/UI_LABEL/INFORMATIONAL/DUPLICATE) cannot retain an implementation phase.,REVIEWED_CORRECTED,NONE,People and faces,I7
CAN-LAM-PERSON-041,People and faces,,I7;I15,,I15,,Non-implementation record (GLOSSARY/UI_LABEL/INFORMATIONAL/DUPLICATE) cannot retain an implementation phase.,REVIEWED_CORRECTED,NONE,People and faces,I7
CAN-LAM-PERSON-042,Relationships and attribution,,I8;I15,,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,People and faces,I8
CAN-LAM-PERSON-043,People and faces,,I7;I15,,I15,,Non-implementation record (GLOSSARY/UI_LABEL/INFORMATIONAL/DUPLICATE) cannot retain an implementation phase.,REVIEWED_CORRECTED,NONE,People and faces,I7
CAN-LAM-PERSON-044,People and faces,,I8;I15,,I15,,Non-implementation record (GLOSSARY/UI_LABEL/INFORMATIONAL/DUPLICATE) cannot retain an implementation phase.,REVIEWED_CORRECTED,NONE,People and faces,I7
CAN-LAM-PERSON-045,People and faces,,I7;I15,,I15,,Non-implementation record (GLOSSARY/UI_LABEL/INFORMATIONAL/DUPLICATE) cannot retain an implementation phase.,REVIEWED_CORRECTED,NONE,People and faces,I8
CAN-LAM-PERSON-046,People and faces,,I7;I15,,I15,,Non-implementation record (GLOSSARY/UI_LABEL/INFORMATIONAL/DUPLICATE) cannot retain an implementation phase.,REVIEWED_CORRECTED,NONE,People and faces,I8
CAN-LAM-PERSON-047,People and faces,,I7;I15,,I15,,Non-implementation record (GLOSSARY/UI_LABEL/INFORMATIONAL/DUPLICATE) cannot retain an implementation phase.,REVIEWED_CORRECTED,NONE,People and faces,I8
CAN-LAM-PERSON-048,People and faces,,I7;I15,,I15,,Non-implementation record (GLOSSARY/UI_LABEL/INFORMATIONAL/DUPLICATE) cannot retain an implementation phase.,REVIEWED_CORRECTED,NONE,People and faces,I8
CAN-LAM-PERSON-049,People and faces,I7,I8;I15,,I15,,"Reviewed as People, Faces, and Groups work because the obligation's primary implementation surface is People and faces; integration verification, removal, and release responsibilities remain separate.",REVIEWED_CORRECTED,NONE,People and faces,I8
