Package ID,Canonical ID,Candidate placement,Final placement,Exact authority owner,Exact implementation owner,Exact shared mechanism,Exact Codebase evidence,Exact contract evidence,Exact schema evidence,Exact test evidence,Exact failure/recovery evidence,Alternative considered,Final decision,Item-specific rationale,Evidence sources,Reviewer role,Review revision,Verification status
WP-I5-006,CAN-LAM-META-035,WP-I5-006,WP-I5-006,Metadata,Albums and favorites,"Reviewed cross-capability package: Albums and favorites is a shared architectural surface used by Albums and favorites, Asset viewer, Gallery and timeline, Metadata. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Codebase/server/src/dtos/system-metadata.dto.ts;Codebase/server/src/services/metadata.service.spec.ts;Codebase/server/src/services/metadata.service.ts;Codebase/web/src/lib/utils/album-utils.ts,"Contracts affected by requirements CAN-LAM-ARCH-027, CAN-LAM-ARCH-028, CAN-LAM-ARCH-079, CAN-LAM-ARCH-080, CAN-LAM-ARCH-231, CAN-LAM-ARCH-232, CAN-LAM-ARCH-233, CAN-LAM-ARCH-234...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-027, CAN-LAM-ARCH-028, CAN-LAM-ARCH-079, CAN-LAM-ARCH-080, CAN-LAM-ARCH-231, CAN-LAM-ARCH-232, CAN-LAM-ARCH-233, CAN-LAM-ARCH-234...; schema paths are resolved in the package packet.",Album-metadata fixture.,Typed failure result; no partial authoritative state is claimed; No unrelated authoritative state is modified,,VERIFIED,"Requirement CAN-LAM-META-035 source locator lines 1714-1714 and Codebase evidence ['Codebase/server/src/dtos/system-metadata.dto.ts', 'Codebase/server/src/services/metadata.service.spec.ts'] support placement in WP-I5-006.",requirements.csv:lines 1714-1714; reviewed-actionable-requirements-v3.csv:CAN-LAM-META-035; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I4-008,CAN-LAM-META-036,WP-I4-008,WP-I4-008,Metadata,Metadata extraction,"Reviewed cross-capability package: Metadata extraction is a shared architectural surface used by Libraries and storage, Media ingestion and derivation, Metadata, Sidecars and metadata authority. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Codebase/mobile/lib/domain/models/exif.model.dart;Codebase/server/src/dtos/exif.dto.ts;Codebase/web/src/lib/utils/exif-utils.spec.ts;Codebase/web/src/lib/utils/exif-utils.ts,"Contracts affected by requirements CAN-LAM-EDGE-03, CAN-LAM-INV-META-01, CAN-LAM-META-013, CAN-LAM-META-014, CAN-LAM-META-026, CAN-LAM-META-033, CAN-LAM-META-036, CAN-LAM-META-040...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-EDGE-03, CAN-LAM-INV-META-01, CAN-LAM-META-013, CAN-LAM-META-014, CAN-LAM-META-026, CAN-LAM-META-033, CAN-LAM-META-036, CAN-LAM-META-040...; schema paths are resolved in the package packet.",EXIF-GPS fixture with byte-preservation checks.,Typed failure result; no partial authoritative state is claimed; Explicit preservation clause in the statement is preserved,,VERIFIED,"Requirement CAN-LAM-META-036 source locator lines 1745-1745 and Codebase evidence ['Codebase/mobile/lib/domain/models/exif.model.dart', 'Codebase/server/src/dtos/exif.dto.ts'] support placement in WP-I4-008.",requirements.csv:lines 1745-1745; reviewed-actionable-requirements-v3.csv:CAN-LAM-META-036; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I10-011,CAN-LAM-META-039,WP-I10-011,WP-I10-011,Metadata,Duplicate and similarity candidates,All members produce or compare duplicate/similarity evidence and keep every destructive outcome behind explicit review/plan approval.,Codebase/server/src/dtos/system-metadata.dto.ts;Codebase/server/src/repositories/metadata.repository.ts;Codebase/server/src/services/metadata.service.spec.ts;Codebase/server/src/services/metadata.service.ts,"Duplicate candidate, comparison, burst, preview, retained-file, and AI-data-control contracts","Duplicate candidate, comparison evidence, burst group, and similarity projection records",Metadata-comparison fixture.,Typed failure result; no partial authoritative state is claimed; No unrelated authoritative state is modified,,VERIFIED,"Requirement CAN-LAM-META-039 source locator lines 1771-1771 and Codebase evidence ['Codebase/server/src/dtos/system-metadata.dto.ts', 'Codebase/server/src/repositories/metadata.repository.ts'] support placement in WP-I10-011.",requirements.csv:lines 1771-1771; reviewed-actionable-requirements-v3.csv:CAN-LAM-META-039; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I4-008,CAN-LAM-META-040,WP-I4-008,WP-I4-008,Media ingestion and derivation,Metadata extraction,"Reviewed cross-capability package: Metadata extraction is a shared architectural surface used by Libraries and storage, Media ingestion and derivation, Metadata, Sidecars and metadata authority. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Codebase/server/src/controllers/asset.controller.ts;Codebase/server/src/repositories/metadata.repository.ts;Codebase/server/src/services/metadata.service.ts;Codebase/web/src/lib/components/asset-viewer/DetailPanelDate.svelte,"Contracts affected by requirements CAN-LAM-EDGE-03, CAN-LAM-INV-META-01, CAN-LAM-META-013, CAN-LAM-META-014, CAN-LAM-META-026, CAN-LAM-META-033, CAN-LAM-META-036, CAN-LAM-META-040...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-EDGE-03, CAN-LAM-INV-META-01, CAN-LAM-META-013, CAN-LAM-META-014, CAN-LAM-META-026, CAN-LAM-META-033, CAN-LAM-META-036, CAN-LAM-META-040...; schema paths are resolved in the package packet.",JSON/XMP conflict fixture.,Typed failure result; no partial authoritative state is claimed; No unrelated authoritative state is modified,,VERIFIED,"Requirement CAN-LAM-META-040 source locator lines 1895-1895 and Codebase evidence ['Codebase/server/src/controllers/asset.controller.ts', 'Codebase/server/src/repositories/metadata.repository.ts'] support placement in WP-I4-008.",requirements.csv:lines 1895-1895; reviewed-actionable-requirements-v3.csv:CAN-LAM-META-040; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I4-008,CAN-LAM-META-041,WP-I4-008,WP-I4-008,Media ingestion and derivation,Metadata extraction,"Reviewed cross-capability package: Metadata extraction is a shared architectural surface used by Libraries and storage, Media ingestion and derivation, Metadata, Sidecars and metadata authority. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Codebase/server/src/dtos/system-metadata.dto.ts;Codebase/server/src/repositories/metadata.repository.ts;Codebase/server/src/services/metadata.service.spec.ts;Codebase/server/src/services/metadata.service.ts,"Contracts affected by requirements CAN-LAM-EDGE-03, CAN-LAM-INV-META-01, CAN-LAM-META-013, CAN-LAM-META-014, CAN-LAM-META-026, CAN-LAM-META-033, CAN-LAM-META-036, CAN-LAM-META-040...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-EDGE-03, CAN-LAM-INV-META-01, CAN-LAM-META-013, CAN-LAM-META-014, CAN-LAM-META-026, CAN-LAM-META-033, CAN-LAM-META-036, CAN-LAM-META-040...; schema paths are resolved in the package packet.",JSON/embedded conflict fixture.,Typed failure result; no partial authoritative state is claimed; No unrelated authoritative state is modified,,VERIFIED,"Requirement CAN-LAM-META-041 source locator lines 1896-1896 and Codebase evidence ['Codebase/server/src/dtos/system-metadata.dto.ts', 'Codebase/server/src/repositories/metadata.repository.ts'] support placement in WP-I4-008.",requirements.csv:lines 1896-1896; reviewed-actionable-requirements-v3.csv:CAN-LAM-META-041; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I3-001,CAN-LAM-META-042,WP-I3-001,WP-I3-001,Filesystem transactions and recovery,Authoritative record envelope,"Reviewed cross-capability package: Authoritative record envelope is a shared architectural surface used by Filesystem transactions and recovery, Local data authority, Metadata, Sidecars and metadata authority. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Codebase/mobile/lib/infrastructure/entities/exif.entity.drift.dart;Codebase/mobile/lib/infrastructure/entities/log.entity.drift.dart;Codebase/mobile/lib/infrastructure/entities/trashed_local_asset.entity.drift.dart;Codebase/mobile/lib/infrastructure/entities/user_metadata.entity.drift.dart,"Contracts affected by requirements CAN-LAM-ARCH-021, CAN-LAM-ARCH-038, CAN-LAM-ARCH-144, CAN-LAM-ASSET-039, CAN-LAM-ASSET-098, CAN-LAM-ASSET-099, CAN-LAM-ASSET-108, CAN-LAM-ASSET-109...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-021, CAN-LAM-ARCH-038, CAN-LAM-ARCH-144, CAN-LAM-ASSET-039, CAN-LAM-ASSET-098, CAN-LAM-ASSET-099, CAN-LAM-ASSET-108, CAN-LAM-ASSET-109...; schema paths are resolved in the package packet.",Missing-JSON fixture.,Explicit failure/preservation clause in the statement is preserved; Explicit preservation clause in the statement is preserved,,VERIFIED,"Requirement CAN-LAM-META-042 source locator lines 1900-1900 and Codebase evidence ['Codebase/mobile/lib/infrastructure/entities/exif.entity.drift.dart', 'Codebase/mobile/lib/infrastructure/entities/log.entity.drift.dart'] support placement in WP-I3-001.",requirements.csv:lines 1900-1900; reviewed-actionable-requirements-v3.csv:CAN-LAM-META-042; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I4-008,CAN-LAM-META-043,WP-I4-008,WP-I4-008,Media ingestion and derivation,Metadata extraction,"Reviewed cross-capability package: Metadata extraction is a shared architectural surface used by Libraries and storage, Media ingestion and derivation, Metadata, Sidecars and metadata authority. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Codebase/server/src/controllers/asset.controller.ts;Codebase/server/src/repositories/metadata.repository.ts;Codebase/server/src/services/metadata.service.ts;Codebase/web/src/lib/components/asset-viewer/DetailPanelDate.svelte,"Contracts affected by requirements CAN-LAM-EDGE-03, CAN-LAM-INV-META-01, CAN-LAM-META-013, CAN-LAM-META-014, CAN-LAM-META-026, CAN-LAM-META-033, CAN-LAM-META-036, CAN-LAM-META-040...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-EDGE-03, CAN-LAM-INV-META-01, CAN-LAM-META-013, CAN-LAM-META-014, CAN-LAM-META-026, CAN-LAM-META-033, CAN-LAM-META-036, CAN-LAM-META-040...; schema paths are resolved in the package packet.",Missing-XMP fixture.,Explicit failure/preservation clause in the statement is preserved; Explicit preservation clause in the statement is preserved,,VERIFIED,"Requirement CAN-LAM-META-043 source locator lines 1901-1901 and Codebase evidence ['Codebase/server/src/controllers/asset.controller.ts', 'Codebase/server/src/repositories/metadata.repository.ts'] support placement in WP-I4-008.",requirements.csv:lines 1901-1901; reviewed-actionable-requirements-v3.csv:CAN-LAM-META-043; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I3-008,CAN-LAM-META-046,WP-I3-008,WP-I3-008,Filesystem transactions and recovery,SQLite migration framework,"Reviewed cross-capability package: SQLite migration framework is a shared architectural surface used by Asset identity and records, Filesystem transactions and recovery, Local data authority, Metadata, Sidecars and metadata authority. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Codebase/mobile/ios/Runner/Schemas/Tables.swift;Codebase/mobile/lib/infrastructure/entities/trashed_local_asset.entity.dart;Codebase/mobile/lib/infrastructure/entities/trashed_local_asset.entity.drift.dart;Codebase/server/src/schema/tables/user-metadata.table.ts,"Contracts affected by requirements CAN-LAM-ASSET-018, CAN-LAM-ASSET-024, CAN-LAM-EDGE-04, CAN-LAM-EDGE-10, CAN-LAM-GOV-224, CAN-LAM-GOV-256, CAN-LAM-META-002, CAN-LAM-META-012...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ASSET-018, CAN-LAM-ASSET-024, CAN-LAM-EDGE-04, CAN-LAM-EDGE-10, CAN-LAM-GOV-224, CAN-LAM-GOV-256, CAN-LAM-META-002, CAN-LAM-META-012...; schema paths are resolved in the package packet.",SQLite-rebuild fixture.,Typed failure result; no partial authoritative state is claimed; Explicit preservation clause in the statement is preserved,,VERIFIED,"Requirement CAN-LAM-META-046 source locator lines 2022-2022 and Codebase evidence ['Codebase/mobile/ios/Runner/Schemas/Tables.swift', 'Codebase/mobile/lib/infrastructure/entities/trashed_local_asset.entity.dart'] support placement in WP-I3-008.",requirements.csv:lines 2022-2022; reviewed-actionable-requirements-v3.csv:CAN-LAM-META-046; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I14-013,CAN-LAM-META-048,WP-I14-013,WP-I14-013,Metadata,Accessibility semantics and keyboard operation,All members require equivalent accessible actions and state for pointer-driven surfaces.,Codebase/server/src/dtos/system-metadata.dto.ts;Codebase/server/src/repositories/metadata.repository.ts;Codebase/server/src/services/metadata.service.spec.ts;Codebase/server/src/services/metadata.service.ts,Accessibility semantics contracts,Accessibility evidence records,Metadata-panel fixture.,Typed failure result; no partial authoritative state is claimed; Explicit preservation clause in the statement is preserved,,VERIFIED,"Requirement CAN-LAM-META-048 source locator lines 2119-2119 and Codebase evidence ['Codebase/server/src/dtos/system-metadata.dto.ts', 'Codebase/server/src/repositories/metadata.repository.ts'] support placement in WP-I14-013.",requirements.csv:lines 2119-2119; reviewed-actionable-requirements-v3.csv:CAN-LAM-META-048; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I4-008,CAN-LAM-META-049,WP-I4-008,WP-I4-008,Metadata,Metadata extraction,"Reviewed cross-capability package: Metadata extraction is a shared architectural surface used by Libraries and storage, Media ingestion and derivation, Metadata, Sidecars and metadata authority. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Codebase/server/src/dtos/system-metadata.dto.ts;Codebase/server/src/repositories/metadata.repository.ts;Codebase/server/src/services/metadata.service.spec.ts;Codebase/server/src/services/metadata.service.ts,"Contracts affected by requirements CAN-LAM-EDGE-03, CAN-LAM-INV-META-01, CAN-LAM-META-013, CAN-LAM-META-014, CAN-LAM-META-026, CAN-LAM-META-033, CAN-LAM-META-036, CAN-LAM-META-040...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-EDGE-03, CAN-LAM-INV-META-01, CAN-LAM-META-013, CAN-LAM-META-014, CAN-LAM-META-026, CAN-LAM-META-033, CAN-LAM-META-036, CAN-LAM-META-040...; schema paths are resolved in the package packet.",Metadata-UI fixture.,Typed failure result; no partial authoritative state is claimed; No unrelated authoritative state is modified,,VERIFIED,"Requirement CAN-LAM-META-049 source locator lines 2158-2158 and Codebase evidence ['Codebase/server/src/dtos/system-metadata.dto.ts', 'Codebase/server/src/repositories/metadata.repository.ts'] support placement in WP-I4-008.",requirements.csv:lines 2158-2158; reviewed-actionable-requirements-v3.csv:CAN-LAM-META-049; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I3-009,CAN-LAM-META-068,WP-I3-009,WP-I3-009,Local data authority,Derived-index rebuild contract,"Reviewed cross-capability package: Derived-index rebuild contract is a shared architectural surface used by Filesystem transactions and recovery, Local data authority, Sidecars and metadata authority. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Codebase/server/src/controllers/asset.controller.ts;Codebase/server/src/repositories/metadata.repository.ts;Codebase/server/src/services/metadata.service.ts;Codebase/web/src/lib/components/asset-viewer/DetailPanelDate.svelte,"Contracts affected by requirements CAN-FAIL-10, CAN-LAM-AI-006, CAN-LAM-AI-027, CAN-LAM-ASSET-040, CAN-LAM-ASSET-044, CAN-LAM-EVENT-005, CAN-LAM-INV-META-03, CAN-LAM-META-032...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-FAIL-10, CAN-LAM-AI-006, CAN-LAM-AI-027, CAN-LAM-ASSET-040, CAN-LAM-ASSET-044, CAN-LAM-EVENT-005, CAN-LAM-INV-META-03, CAN-LAM-META-032...; schema paths are resolved in the package packet.",XMP-adapter fixture.,Typed failure result; no partial authoritative state is claimed; No unrelated authoritative state is modified,,VERIFIED,"Requirement CAN-LAM-META-068 source locator lines 1390-1390 and Codebase evidence ['Codebase/server/src/controllers/asset.controller.ts', 'Codebase/server/src/repositories/metadata.repository.ts'] support placement in WP-I3-009.",requirements.csv:lines 1390-1390; reviewed-actionable-requirements-v3.csv:CAN-LAM-META-068; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
