canonical_id,work_package_id,membership_rationale,capability_compatibility,requirement_phase,package_phase,review_status,evidence
CAN-LAM-PERSON-022,WP-I3-001,"WP-I3-001 is the architectural owner because its objective — Implement and verify the bounded authoritative record envelope surface. — is the surface that must execute the obligation 'When person JSON is written, Lamha must persist a schema-valid person record with stable I'; prerequisite packages WP-I2-007 supply the underlying schema/identity/journal it needs.",Sidecars and metadata authority,I3,I3,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-PERSON-023,WP-I3-001,"WP-I3-001 is the architectural owner because its objective — Implement and verify the bounded authoritative record envelope surface. — is the surface that must execute the obligation 'When group JSON is written, Lamha must persist a schema-valid group record with aliases, m'; prerequisite packages WP-I2-007 supply the underlying schema/identity/journal it needs.",Sidecars and metadata authority,I3,I3,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-PERSON-024,WP-I3-001,"WP-I3-001 is the architectural owner because its objective — Implement and verify the bounded authoritative record envelope surface. — is the surface that must execute the obligation 'When relationship JSON is written, Lamha must persist schema-valid effective-dated relatio'; prerequisite packages WP-I2-007 supply the underlying schema/identity/journal it needs.",Sidecars and metadata authority,I3,I3,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-PERSON-025,WP-I3-001,"WP-I3-001 is the architectural owner because its objective — Implement and verify the bounded authoritative record envelope surface. — is the surface that must execute the obligation 'When relationship-map JSON is written, Lamha must persist a schema-valid projection of rel'; prerequisite packages WP-I2-007 supply the underlying schema/identity/journal it needs.",Sidecars and metadata authority,I3,I3,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-PERSON-026,WP-I7-001,"WP-I7-001 is the architectural owner because its objective — Run face detection locally, produce reviewable face regions with model/source provenance, support targeted reprocessing, correction scoping, and misclassificati — is the surface that must execute the obligation 'When face detection runs before final acceptance, Lamha must produce face-region candidate'; prerequisite packages WP-I10-001, WP-I10-003 supply the underlying schema/identity/journal it needs.",People and faces,I7,I7,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-PERSON-027,WP-I7-003,"WP-I7-003 is the architectural owner because its objective — Implement and verify the bounded face clustering and curation surface. — is the surface that must execute the obligation 'When face clusters are grouped, Lamha must produce reviewable clusters without merging dif'; prerequisite packages WP-I7-002 supply the underlying schema/identity/journal it needs.",People and faces,I7,I7,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-PERSON-028,WP-I7-004,"WP-I7-004 is the architectural owner because its objective — Persist stable person identities, names, aliases, faces, links, searchable historical/alternate names, and person-match candidates without auto-adding visible p — is the surface that must execute the obligation 'When person matches are suggested, Lamha must produce reviewable candidates with confidenc'; prerequisite packages WP-I7-002 supply the underlying schema/identity/journal it needs.",People and faces,I7,I7,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-PERSON-029,WP-I6-001,WP-I6-001 is the architectural owner because its objective — Implement and verify the bounded manage later non-mutating scan surface. — is the surface that must execute the obligation 'Face processing in Manage Later must produce face candidates with provenance and must not '; prerequisite packages WP-I4-001 supply the underlying schema/identity/journal it needs.,Events and organization,I6,I6,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-PERSON-030,WP-I5-016,"WP-I5-016 is the architectural owner because its objective — Load and display asset, person, event, sidecar, and duplicate detail views from local records without mutating the loaded records. — is the surface that must execute the obligation 'Person review in the viewer must show the reviewed person assignments and candidates and k'; prerequisite packages WP-I3-002, WP-I3-005 supply the underlying schema/identity/journal it needs.",Asset viewer,I5,I5,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-PERSON-033,WP-I7-003,WP-I7-003 is the architectural owner because its objective — Implement and verify the bounded face clustering and curation surface. — is the surface that must execute the obligation 'The required workflow is: Detect faces / → Group similar faces / → Show one cluster / → En'; prerequisite packages WP-I7-002 supply the underlying schema/identity/journal it needs.,People and faces,I7,I7,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-PERSON-034,WP-I7-003,"WP-I7-003 is the architectural owner because its objective — Implement and verify the bounded face clustering and curation surface. — is the surface that must execute the obligation 'When the user merges face clusters of the same person, Lamha must persist a durable pre-me'; prerequisite packages WP-I7-002 supply the underlying schema/identity/journal it needs.",People and faces,I7,I7,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-PERSON-035,WP-I7-009,"WP-I7-009 is the architectural owner because its objective — Implement and verify the bounded scoped face corrections surface. — is the surface that must execute the obligation 'When a wrong face is removed from a person, Lamha must unlink the face observation while p'; prerequisite packages WP-I7-002 supply the underlying schema/identity/journal it needs.",People and faces,I7,I7,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-PERSON-036,WP-I7-009,"WP-I7-009 is the architectural owner because its objective — Implement and verify the bounded scoped face corrections surface. — is the surface that must execute the obligation 'When the user assigns a face to another person, Lamha must update the reviewed face assign'; prerequisite packages WP-I7-002 supply the underlying schema/identity/journal it needs.",People and faces,I7,I7,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-PERSON-037,WP-I7-009,"WP-I7-009 is the architectural owner because its objective — Implement and verify the bounded scoped face corrections surface. — is the surface that must execute the obligation 'When the user marks a region as not a face, Lamha must persist the negative label and excl'; prerequisite packages WP-I7-002 supply the underlying schema/identity/journal it needs.",People and faces,I7,I7,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
