canonical_id,title,source_text,current_statement,matched_template_family,why_current_statement_may_be_semantically_wrong,current_capability,current_phase,current_package,required_disposition,requirement_type,source_section,parent_requirement_id,parent_title,parent_statement,source_length_category
CAN-LAM-META-026,Metadata extraction,Metadata extraction,"When the 8. Local Library Scanning workflow reads or changes Metadata extraction, it must preserve the value, authority, and provenance in the appropriate durable record and expose the resulting revision to the derived index. Missing, malformed, or conflicting input must be reported without discarding the last valid value.",EXACT_LEGACY_OUTPUT,Detected as EXACT_LEGACY_OUTPUT; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Scanning label; rewrite adds extraction and preservation.,Sidecars and metadata authority,I4,WP-I4-008,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,8. Local Library Scanning,CAN-SECTION-0053,8. Local Library Scanning — Metadata,Lamha must implement the 8. Local Library Scanning behavior for Metadata and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-ARCH-095,Lamha keeps support for,Lamha keeps support for:,"When Lamha keeps support for is requested in 9. Event System, Lamha must produce or update a reviewable event plan, show its membership and filesystem effects, and make no authoritative or filesystem change if validation or confirmation fails.",EXACT_LEGACY_OUTPUT;FAMILY:event_plan_requested,Detected as EXACT_LEGACY_OUTPUT;FAMILY:event_plan_requested; explicit disposition REWRITE_AS_REQUIREMENT with status REVIEWED_CORRECTED; rationale: Event label; rewrite names the supported set.,Events and organization,I6,WP-I6-002,REWRITE_AS_REQUIREMENT,FUNCTIONAL_REQUIREMENT,9. Event System,,,,SHORT
CAN-LAM-ARCH-096,Trips,Trips,"When Trips is requested in 9. Event System, Lamha must produce or update a reviewable event plan, show its membership and filesystem effects, and make no authoritative or filesystem change if validation or confirmation fails.",EXACT_LEGACY_OUTPUT;FAMILY:event_plan_requested,Detected as EXACT_LEGACY_OUTPUT;FAMILY:event_plan_requested; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Event-type label; rewrite adds parent semantics.,Events and organization,I6,WP-I6-002,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,9. Event System,CAN-SECTION-0054,9. Event System — Events and organization,Lamha must implement the 9. Event System behavior for Events and organization and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-ARCH-097,Casual hangouts,Casual hangouts,"When Casual hangouts is requested in 9. Event System, Lamha must produce or update a reviewable event plan, show its membership and filesystem effects, and make no authoritative or filesystem change if validation or confirmation fails.",EXACT_LEGACY_OUTPUT;FAMILY:event_plan_requested,Detected as EXACT_LEGACY_OUTPUT;FAMILY:event_plan_requested; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Event-type label; rewrite names the type.,Events and organization,I6,WP-I6-002,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,9. Event System,CAN-SECTION-0054,9. Event System — Events and organization,Lamha must implement the 9. Event System behavior for Events and organization and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-EVENT-018,One-day events,One-day events,"When One-day events is requested in 9. Event System, Lamha must produce or update a reviewable event plan, show its membership and filesystem effects, and make no authoritative or filesystem change if validation or confirmation fails.",EXACT_LEGACY_OUTPUT;FAMILY:event_plan_requested,Detected as EXACT_LEGACY_OUTPUT;FAMILY:event_plan_requested; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Event-type label; rewrite names the rule.,Events and organization,I6,WP-I6-002,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,9. Event System,CAN-SECTION-0054,9. Event System — Events and organization,Lamha must implement the 9. Event System behavior for Events and organization and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-EVENT-019,Multi-day events,Multi-day events,"When Multi-day events is requested in 9. Event System, Lamha must produce or update a reviewable event plan, show its membership and filesystem effects, and make no authoritative or filesystem change if validation or confirmation fails.",EXACT_LEGACY_OUTPUT;FAMILY:event_plan_requested,Detected as EXACT_LEGACY_OUTPUT;FAMILY:event_plan_requested; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Event-type label; rewrite adds unity.,Events and organization,I6,WP-I6-002,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,9. Event System,CAN-SECTION-0054,9. Event System — Events and organization,Lamha must implement the 9. Event System behavior for Events and organization and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-EVENT-020,Events continuing after midnight,Events continuing after midnight,"When Events continuing after midnight is requested in 9. Event System, Lamha must produce or update a reviewable event plan, show its membership and filesystem effects, and make no authoritative or filesystem change if validation or confirmation fails.",EXACT_LEGACY_OUTPUT;FAMILY:event_plan_requested,Detected as EXACT_LEGACY_OUTPUT;FAMILY:event_plan_requested; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Event-type label; rewrite adds unity.,Events and organization,I6,WP-I6-008,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,9. Event System,CAN-SECTION-0054,9. Event System — Events and organization,Lamha must implement the 9. Event System behavior for Events and organization and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-EVENT-021,Events with no known date,Events with no known date,"When Events with no known date is requested in 9. Event System, Lamha must produce or update a reviewable event plan, show its membership and filesystem effects, and make no authoritative or filesystem change if validation or confirmation fails.",EXACT_LEGACY_OUTPUT;FAMILY:event_plan_requested,Detected as EXACT_LEGACY_OUTPUT;FAMILY:event_plan_requested; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Event-type label; rewrite adds the no-date rule.,Events and organization,I6,WP-I6-008,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,9. Event System,CAN-SECTION-0054,9. Event System — Events and organization,Lamha must implement the 9. Event System behavior for Events and organization and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-EVENT-022,Events with multiple locations,Events with multiple locations,"When Events with multiple locations is used in 9. Event System, Lamha must derive the map or location result from canonical records, show its source and confidence where applicable, and preserve the records if projection or coordinate validation fails.",EXACT_LEGACY_OUTPUT;FAMILY:is_used_in,Detected as EXACT_LEGACY_OUTPUT;FAMILY:is_used_in; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Event-type label; rewrite adds location-set storage.,Events and organization,I6,WP-I6-008,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,9. Event System,CAN-SECTION-0156,9. Event System — Map and location,Lamha must implement the 9. Event System behavior for Map and location and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-EVENT-023,Events with one primary folder,Events with one primary folder,"When a configured library encounters Events with one primary folder during 9. Event System, Rust must apply authorized-root and access-mode rules, expose the resulting root or asset state, and leave files unchanged if validation, permission, or I/O checks fail.",EXACT_LEGACY_OUTPUT;FAMILY:library_encounters,Detected as EXACT_LEGACY_OUTPUT;FAMILY:library_encounters; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Event-type label; rewrite adds primary-folder semantics.,Events and organization,I6,WP-I6-002,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,9. Event System,CAN-SECTION-0157,9. Event System — Libraries and storage,Lamha must implement the 9. Event System behavior for Libraries and storage and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-EVENT-024,Events linked to several folders,Events linked to several folders,"When a configured library encounters Events linked to several folders during 9. Event System, Rust must apply authorized-root and access-mode rules, expose the resulting root or asset state, and leave files unchanged if validation, permission, or I/O checks fail.",EXACT_LEGACY_OUTPUT;FAMILY:library_encounters,Detected as EXACT_LEGACY_OUTPUT;FAMILY:library_encounters; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Event-type label; rewrite adds folder-set and immobility.,Events and organization,I6,WP-I6-006,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,9. Event System,CAN-SECTION-0157,9. Event System — Libraries and storage,Lamha must implement the 9. Event System behavior for Libraries and storage and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-EVENT-025,Parent events,Parent events,"When Parent events is requested in 9. Event System, Lamha must produce or update a reviewable event plan, show its membership and filesystem effects, and make no authoritative or filesystem change if validation or confirmation fails.",EXACT_LEGACY_OUTPUT;FAMILY:event_plan_requested,Detected as EXACT_LEGACY_OUTPUT;FAMILY:event_plan_requested; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Event-type label; rewrite adds parent/child semantics.,Events and organization,I6,WP-I6-002,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,9. Event System,CAN-SECTION-0054,9. Event System — Events and organization,Lamha must implement the 9. Event System behavior for Events and organization and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-EVENT-026,Child events,Child events,"When Child events is requested in 9. Event System, Lamha must produce or update a reviewable event plan, show its membership and filesystem effects, and make no authoritative or filesystem change if validation or confirmation fails.",EXACT_LEGACY_OUTPUT;FAMILY:event_plan_requested,Detected as EXACT_LEGACY_OUTPUT;FAMILY:event_plan_requested; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Event-type label; rewrite adds child semantics.,Events and organization,I6,WP-I6-002,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,9. Event System,CAN-SECTION-0054,9. Event System — Events and organization,Lamha must implement the 9. Event System behavior for Events and organization and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-EVENT-028,Trips containing optional child events,Trips containing optional child events,"When Trips containing optional child events is requested in 9. Event System, Lamha must produce or update a reviewable event plan, show its membership and filesystem effects, and make no authoritative or filesystem change if validation or confirmation fails.",EXACT_LEGACY_OUTPUT;FAMILY:event_plan_requested,Detected as EXACT_LEGACY_OUTPUT;FAMILY:event_plan_requested; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Event-type label; rewrite adds optional-child semantics.,Events and organization,I6,WP-I6-002,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,9. Event System,CAN-SECTION-0054,9. Event System — Events and organization,Lamha must implement the 9. Event System behavior for Events and organization and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-EVENT-029,Event cover images,Event cover images,"When Event cover images is requested in 9. Event System, Lamha must produce or update a reviewable event plan, show its membership and filesystem effects, and make no authoritative or filesystem change if validation or confirmation fails.",EXACT_LEGACY_OUTPUT;FAMILY:event_plan_requested,Detected as EXACT_LEGACY_OUTPUT;FAMILY:event_plan_requested; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Event-field label; rewrite adds storage and display.,Events and organization,I6,WP-I6-002,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,9. Event System,CAN-SECTION-0054,9. Event System — Events and organization,Lamha must implement the 9. Event System behavior for Events and organization and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-EVENT-030,Event descriptions,Event descriptions,"When Event descriptions is requested in 9. Event System, Lamha must produce or update a reviewable event plan, show its membership and filesystem effects, and make no authoritative or filesystem change if validation or confirmation fails.",EXACT_LEGACY_OUTPUT;FAMILY:event_plan_requested,Detected as EXACT_LEGACY_OUTPUT;FAMILY:event_plan_requested; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Event-field label; rewrite adds storage and display.,Events and organization,I6,WP-I6-002,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,9. Event System,CAN-SECTION-0054,9. Event System — Events and organization,Lamha must implement the 9. Event System behavior for Events and organization and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-EVENT-031,Event tags,Event tags,"When Event tags is proposed or changed in 9. Event System, Lamha must persist a namespaced, revisioned tag candidate or assignment, expose the decision for review, and preserve prior assignments on validation failure.",EXACT_LEGACY_OUTPUT;FAMILY:tags_proposed,Detected as EXACT_LEGACY_OUTPUT;FAMILY:tags_proposed; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Event-field label; rewrite adds persistence and projection.,Events and organization,I6,WP-I6-002,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,9. Event System,CAN-SECTION-0158,9. Event System — Tags,Lamha must implement the 9. Event System behavior for Tags and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-EVENT-032,Event attendees,Event attendees,"When Event attendees is requested in 9. Event System, Lamha must produce or update a reviewable event plan, show its membership and filesystem effects, and make no authoritative or filesystem change if validation or confirmation fails.",EXACT_LEGACY_OUTPUT;FAMILY:event_plan_requested,Detected as EXACT_LEGACY_OUTPUT;FAMILY:event_plan_requested; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Event-field label; rewrite adds persistence and projection.,Events and organization,I6,WP-I6-002,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,9. Event System,CAN-SECTION-0054,9. Event System — Events and organization,Lamha must implement the 9. Event System behavior for Events and organization and satisfy every linked acceptance criterion.,SHORT
